2022-09-25 16:48:43,039 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 16:48:52,908 INFO All matches were up-to-date
2022-09-25 16:49:41,493 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 16:49:48,508 INFO All matches were up-to-date
2022-09-25 16:56:51,387 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 16:56:57,872 INFO All matches were up-to-date
2022-09-25 17:11:00,572 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 17:11:07,502 INFO All matches were up-to-date
2022-09-25 17:12:11,710 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 17:12:18,010 INFO All matches were up-to-date
2022-09-25 17:12:44,776 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-25 17:12:51,094 INFO All matches were up-to-date
2022-09-25 17:14:16,462 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-09-30 22:39:50,507 ERROR Error requestMatchPlanning : HTTPSConnectionPool(host='api.football-data.org', port=443): Max retries exceeded with url: /v4/matches?dateFrom=2022-10-01&dateTo=2022-10-06 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f0818055c40>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 22:39:50,508 ERROR Error main : iteration over a 0-d array
2022-09-30 22:43:04,501 ERROR Error requestMatchPlanning : HTTPSConnectionPool(host='api.football-data.org', port=443): Max retries exceeded with url: /v4/matches?dateFrom=2022-10-01&dateTo=2022-10-03 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb3511ec7f0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 22:43:04,502 ERROR Error main : iteration over a 0-d array
2022-09-30 22:45:25,220 INFO DB updated, matches ID : 416304
2022-09-30 22:45:25,220 INFO DB updated, matches ID : 419232
2022-09-30 22:45:25,221 INFO DB updated, matches ID : 418836
2022-09-30 22:45:25,221 INFO DB updated, matches ID : 416632
2022-09-30 22:45:25,221 INFO DB updated, matches ID : 416634
2022-09-30 22:45:25,222 INFO DB updated, matches ID : 416631
2022-09-30 22:45:25,222 INFO DB updated, matches ID : 416633
2022-09-30 22:45:25,222 INFO DB updated, matches ID : 416635
2022-09-30 22:45:25,223 INFO DB updated, matches ID : 422541
2022-09-30 22:45:25,223 INFO DB updated, matches ID : 416301
2022-09-30 22:45:25,223 INFO DB updated, matches ID : 416296
2022-09-30 22:45:25,224 INFO DB updated, matches ID : 416303
2022-09-30 22:45:25,224 INFO DB updated, matches ID : 422539
2022-09-30 22:45:25,224 INFO DB updated, matches ID : 416298
2022-09-30 22:45:25,225 INFO DB updated, matches ID : 422534
2022-09-30 22:45:25,225 INFO DB updated, matches ID : 422530
2022-09-30 22:45:25,225 INFO DB updated, matches ID : 422537
2022-09-30 22:45:25,226 INFO DB updated, matches ID : 422532
2022-09-30 22:45:25,226 INFO DB updated, matches ID : 416302
2022-09-30 22:45:25,226 INFO DB updated, matches ID : 422538
2022-09-30 22:45:25,226 INFO DB updated, matches ID : 422533
2022-09-30 22:45:25,227 INFO DB updated, matches ID : 422535
2022-09-30 22:45:25,227 INFO DB updated, matches ID : 422531
2022-09-30 22:45:25,227 INFO DB updated, matches ID : 419233
2022-09-30 22:45:25,227 INFO DB updated, matches ID : 422909
2022-09-30 22:45:25,228 INFO DB updated, matches ID : 415941
2022-09-30 22:45:25,228 INFO DB updated, matches ID : 417181
2022-09-30 22:45:25,228 INFO DB updated, matches ID : 418840
2022-09-30 22:45:25,228 INFO DB updated, matches ID : 416628
2022-09-30 22:45:25,229 INFO DB updated, matches ID : 416295
2022-09-30 22:45:25,229 INFO DB updated, matches ID : 419229
2022-09-30 22:45:25,229 INFO DB updated, matches ID : 415937
2022-09-30 22:45:25,230 INFO DB updated, matches ID : 422914
2022-09-30 22:45:25,230 INFO DB updated, matches ID : 390117
2022-09-30 22:45:25,230 INFO DB updated, matches ID : 390116
2022-09-30 22:45:25,230 INFO DB updated, matches ID : 390111
2022-09-30 22:45:25,231 INFO DB updated, matches ID : 415939
2022-09-30 22:45:25,231 INFO DB updated, matches ID : 418842
2022-09-30 22:45:25,231 INFO DB updated, matches ID : 419228
2022-09-30 22:45:25,231 INFO DB updated, matches ID : 417183
2022-09-30 22:45:25,231 INFO DB updated, matches ID : 415938
2022-09-30 22:45:25,232 INFO DB updated, matches ID : 422912
2022-09-30 22:45:25,232 INFO DB updated, matches ID : 390112
2022-09-30 22:45:25,232 INFO DB updated, matches ID : 390115
2022-09-30 22:45:25,232 INFO DB updated, matches ID : 390113
2022-09-30 22:45:25,233 INFO DB updated, matches ID : 390114
2022-09-30 22:45:25,233 INFO DB updated, matches ID : 390119
2022-09-30 22:45:25,233 INFO DB updated, matches ID : 415935
2022-09-30 22:45:25,233 INFO DB updated, matches ID : 418838
2022-09-30 22:45:25,233 INFO DB updated, matches ID : 422540
2022-09-30 22:45:25,234 INFO DB updated, matches ID : 417184
2022-09-30 22:45:25,234 INFO DB updated, matches ID : 419231
2022-09-30 22:45:25,234 INFO DB updated, matches ID : 415940
2022-09-30 22:45:25,234 INFO DB updated, matches ID : 415934
2022-09-30 22:45:25,235 INFO DB updated, matches ID : 418834
2022-09-30 22:45:25,235 INFO DB updated, matches ID : 417187
2022-09-30 22:45:25,235 INFO DB updated, matches ID : 417179
2022-09-30 22:45:25,235 INFO DB updated, matches ID : 418835
2022-09-30 22:45:25,235 INFO DB updated, matches ID : 418837
2022-09-30 22:45:25,236 INFO DB updated, matches ID : 416297
2022-09-30 22:45:25,236 INFO DB updated, matches ID : 417188
2022-09-30 22:45:25,236 INFO DB updated, matches ID : 417180
2022-09-30 22:45:25,236 INFO DB updated, matches ID : 416630
2022-09-30 22:45:25,236 INFO DB updated, matches ID : 419227
2022-09-30 22:45:25,237 INFO DB updated, matches ID : 422915
2022-09-30 22:45:25,237 INFO DB updated, matches ID : 415933
2022-09-30 22:45:25,237 INFO DB updated, matches ID : 417186
2022-09-30 22:45:25,237 INFO DB updated, matches ID : 416300
2022-09-30 22:45:25,237 INFO DB updated, matches ID : 416629
2022-09-30 22:45:25,237 INFO DB updated, matches ID : 418843
2022-09-30 22:45:25,238 INFO DB updated, matches ID : 419230
2022-09-30 22:45:25,238 INFO DB updated, matches ID : 422916
2022-09-30 22:45:25,238 INFO DB updated, matches ID : 415936
2022-09-30 22:45:25,238 INFO DB updated, matches ID : 418839
2022-09-30 22:45:25,238 INFO DB updated, matches ID : 417182
2022-09-30 22:45:25,238 INFO DB updated, matches ID : 419225
2022-09-30 22:45:25,239 INFO DB updated, matches ID : 422913
2022-09-30 22:45:25,296 INFO Deploying : matches ID 390119 league Campeonato Brasileiro Série A
2022-09-30 22:47:04,544 INFO Deployed at : 0x9fB8f9C795528f0Ce3825352359b9e3A31388219
2022-09-30 22:47:04,816 INFO Deploying : matches ID 415933 league Eredivisie
2022-09-30 22:49:26,487 INFO Deployed at : 0xA1f2181BeD3345B9Cf1402088E0b7F56Fa58f323
2022-09-30 22:49:26,788 INFO Deploying : matches ID 415934 league Eredivisie
2022-09-30 22:51:16,256 INFO Deployed at : 0x369cDD9858032F894bb256eEAB66cAA27F5b1090
2022-09-30 22:51:16,554 INFO Deploying : matches ID 415935 league Eredivisie
2022-09-30 22:55:03,973 INFO Deployed at : 0x7010405bD2Eb2EC9D42559B66317C7845ACde23B
2022-09-30 22:55:04,280 ERROR Error deployContract : /home/toma/Documents/decentralizeBet/CentralizeBackend_DecentralizedFootBet/AutoDeployment_DecentralizedFootBet/env/lib/python3.8/site-packages/brownie/network/contract.py:1135: BrownieCompilerWarning: 0x326C977E6efc84E512bB9C30f76E30c160eD06FB: target compiler 'v0.4.26+commit.4563c3fc' cannot be installed or is not supported by Brownie. Some debugging functionality will not be available.
  warnings.warn(

2022-09-30 22:55:04,280 INFO Deploying : matches ID 415936 league Eredivisie
2022-09-30 22:56:51,563 INFO Deployed at : 0xd7Ea94d1A1df0667eBDF5528b381054D41f23A8f
2022-09-30 22:56:51,849 INFO Deploying : matches ID 415940 league Eredivisie
2022-09-30 22:58:06,525 ERROR Error deployBet : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0x23168b4d2547B5c88aCC50165f22824Ebd1a5257&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fa4cbdef250>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 22:58:06,761 ERROR Error deployContract : Error deployBet  : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0x23168b4d2547B5c88aCC50165f22824Ebd1a5257&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fa4cbdef250>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))

2022-09-30 22:58:06,761 INFO Deploying : matches ID 416297 league Premier League
2022-09-30 22:59:51,926 INFO Deployed at : 0x00407e2310Cd4f388086D7789Ff4802C10A5e243
2022-09-30 22:59:52,231 INFO Deploying : matches ID 416300 league Premier League
2022-09-30 23:02:42,446 ERROR Error deployBet : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?module=contract&action=getsourcecode&address=0x326C977E6efc84E512bB9C30f76E30c160eD06FB&apiKey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fc6c6b5c190>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 23:02:42,668 ERROR Error deployContract : Error deployBet  : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?module=contract&action=getsourcecode&address=0x326C977E6efc84E512bB9C30f76E30c160eD06FB&apiKey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fc6c6b5c190>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))

2022-09-30 23:02:42,668 INFO Deploying : matches ID 416629 league Bundesliga
2022-09-30 23:04:14,202 ERROR Error deployBet : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0xbA026ad027e80B4E504c0AB23d3924f35948c9a5&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f25742c2190>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 23:04:14,427 ERROR Error deployContract : Error deployBet  : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0xbA026ad027e80B4E504c0AB23d3924f35948c9a5&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f25742c2190>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))

2022-09-30 23:04:14,428 INFO Deploying : matches ID 416630 league Bundesliga
2022-09-30 23:06:15,000 INFO Deployed at : 0x6a56dABD01Af4b857208e2331a1D1F6C0BDa6E7f
2022-09-30 23:06:15,265 INFO Deploying : matches ID 417179 league Ligue 1
2022-09-30 23:07:58,650 ERROR Error deployBet : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0x8809C5aa5DA4d856D01f50bbEAD27E6c1276F4ca&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7eff56c8ad30>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 23:07:58,893 ERROR Error deployContract : Error deployBet  : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0x8809C5aa5DA4d856D01f50bbEAD27E6c1276F4ca&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7eff56c8ad30>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))

2022-09-30 23:07:58,893 INFO Deploying : matches ID 417180 league Ligue 1
2022-09-30 23:33:55,117 INFO Deploying : matches ID 415940 league Eredivisie
2022-09-30 23:35:50,078 INFO Deployed at : 0x3E0B6c7EABF9C7B9896dfA701421a12FCDC22060
2022-09-30 23:35:50,380 INFO Deploying : matches ID 416300 league Premier League
2022-09-30 23:37:09,165 INFO Deployed at : 0x406181876ede002F1f9c66aB055041BC7193aF28
2022-09-30 23:37:09,451 INFO Deploying : matches ID 416629 league Bundesliga
2022-09-30 23:40:37,156 ERROR Error deployBet : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0x866E9D1153DB046acCB36F94b8E556Ab00c5bFCF&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ffbdee548b0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))
2022-09-30 23:40:37,385 ERROR Error deployContract : Error deployBet  : HTTPSConnectionPool(host='api-goerli.etherscan.io', port=443): Max retries exceeded with url: /api?apikey=TJ548AB93CY2PXGFWUF88P9XQMYWVUA649&module=account&action=txlist&address=0x866E9D1153DB046acCB36F94b8E556Ab00c5bFCF&page=1&sort=asc&offset=1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ffbdee548b0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))

2022-09-30 23:40:37,385 INFO Deploying : matches ID 417179 league Ligue 1
2022-09-30 23:43:28,875 INFO Deployed at : 0x26ab19F20372A9a4934480388B3BaE8eFA8dD376
2022-09-30 23:43:29,119 INFO Deploying : matches ID 417180 league Ligue 1
2022-10-01 00:00:13,939 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-10-01 00:01:33,723 INFO --------------------------------------- RUN UPDATE ---------------------------------------
2022-10-01 00:01:46,578 INFO DB updated, matches ID : 418841
2022-10-01 00:01:46,578 INFO DB updated, matches ID : 419226
2022-10-01 00:01:46,578 INFO DB updated, matches ID : 416299
2022-10-01 00:01:46,578 INFO DB updated, matches ID : 422910
2022-10-01 00:01:46,578 INFO DB updated, matches ID : 390118
2022-10-01 00:01:46,587 INFO Deploying : matches ID 390118 league Campeonato Brasileiro Série A
2022-10-01 00:03:15,541 INFO Deployed at : 0x46cd6b800c14D34009FdDE08EE328D4190C40d68
2022-10-01 00:03:15,817 INFO Deploying : matches ID 416299 league Premier League
